run_id,timestamp,experiment_name,strategy,strategy_variant,proximal_mu,server_round,loss,global_accuracy,global_f1_score,global_sensitivity,global_specificity,patient_global_accuracy,patient_global_f1_score,patient_global_sensitivity,patient_global_specificity,modality_FLAIR_accuracy,modality_FLAIR_f1_score,modality_FLAIR_sensitivity,modality_FLAIR_specificity,patient_modality_FLAIR_accuracy,patient_modality_FLAIR_f1_score,patient_modality_FLAIR_sensitivity,patient_modality_FLAIR_specificity,modality_T1w_accuracy,modality_T1w_f1_score,modality_T1w_sensitivity,modality_T1w_specificity,patient_modality_T1w_accuracy,patient_modality_T1w_f1_score,patient_modality_T1w_sensitivity,patient_modality_T1w_specificity,hospital_1_accuracy,hospital_1_f1_score,hospital_1_sensitivity,hospital_1_specificity,patient_hospital_1_accuracy,patient_hospital_1_f1_score,patient_hospital_1_sensitivity,patient_hospital_1_specificity,hospital_2_accuracy,hospital_2_f1_score,hospital_2_sensitivity,hospital_2_specificity,patient_hospital_2_accuracy,patient_hospital_2_f1_score,patient_hospital_2_sensitivity,patient_hospital_2_specificity,hospital_3_accuracy,hospital_3_f1_score,hospital_3_sensitivity,hospital_3_specificity,patient_hospital_3_accuracy,patient_hospital_3_f1_score,patient_hospital_3_sensitivity,patient_hospital_3_specificity,hospital_4_accuracy,hospital_4_f1_score,hospital_4_sensitivity,hospital_4_specificity,patient_hospital_4_accuracy,patient_hospital_4_f1_score,patient_hospital_4_sensitivity,patient_hospital_4_specificity
20260517_035559,2026-05-17T03:56:56,FTL_FLAIR_vs_T1w_FedProx_mu_0p1,FedProx,FedProx_mu_0p1,0.1,0,1.0413896850832216,0.45787545787545786,0.28789782244556117,0.999000999000999,0.0,0.4583333333333333,0.2880952380952381,1.0,0.0,0.46153846153846156,0.291497975708502,1.0,0.0,0.46153846153846156,0.291497975708502,1.0,0.0,0.45354645354645357,0.2836613558263043,0.9978021978021978,0.0,0.45454545454545453,0.2840909090909091,1.0,0.0,0.46153846153846156,0.291497975708502,1.0,0.0,0.46153846153846156,0.291497975708502,1.0,0.0,0.46153846153846156,0.291497975708502,1.0,0.0,0.46153846153846156,0.291497975708502,1.0,0.0,0.45454545454545453,0.2840909090909091,1.0,0.0,0.45454545454545453,0.2840909090909091,1.0,0.0,0.45254745254745254,0.2832312117043892,0.9956043956043956,0.0,0.45454545454545453,0.2840909090909091,1.0,0.0
20260517_035559,2026-05-17T03:58:34,FTL_FLAIR_vs_T1w_FedProx_mu_0p1,FedProx,FedProx_mu_0p1,0.1,1,0.4037505526866614,0.7967032967032966,0.792246424020343,0.9905094905094906,0.6327134404057481,0.7916666666666666,0.7861552028218695,1.0,0.6153846153846154,0.9771766694843618,0.9771875517847082,0.9826007326007326,0.9725274725274725,1.0,1.0,1.0,1.0,0.5834165834165834,0.5201927336667351,1.0,0.23626373626373626,0.5454545454545454,0.4588744588744589,1.0,0.16666666666666666,0.9830938292476754,0.9831000221443414,0.9871794871794872,0.9795918367346939,1.0,1.0,1.0,1.0,0.9712595097210481,0.9712762225713361,0.978021978021978,0.9654631083202512,1.0,1.0,1.0,1.0,0.5794205794205795,0.5139956175169438,1.0,0.22893772893772893,0.5454545454545454,0.4588744588744589,1.0,0.16666666666666666,0.5874125874125874,0.5263335366428149,1.0,0.24358974358974358,0.5454545454545454,0.4588744588744589,1.0,0.16666666666666666
20260517_035559,2026-05-17T04:00:11,FTL_FLAIR_vs_T1w_FedProx_mu_0p1,FedProx,FedProx_mu_0p1,0.1,2,0.19545514388572793,0.9004120879120879,0.9004463033640593,0.9775224775224776,0.8351648351648352,0.9791666666666666,0.979193899782135,1.0,0.9615384615384616,0.9809805579036348,0.9809455292985501,0.9587912087912088,1.0,1.0,1.0,1.0,1.0,0.8051948051948052,0.8012090211578703,1.0,0.6428571428571429,0.9545454545454546,0.9546395633352156,1.0,0.9166666666666666,0.9729501267962807,0.9728732188381413,0.9413919413919414,1.0,1.0,1.0,1.0,1.0,0.989010989010989,0.9890002902051095,0.9761904761904762,1.0,1.0,1.0,1.0,1.0,0.7832167832167832,0.7772060982495765,1.0,0.6025641025641025,0.9090909090909091,0.9090909090909091,1.0,0.8333333333333334,0.8271728271728271,0.8247094664463899,1.0,0.6831501831501832,1.0,1.0,1.0,1.0
20260517_035559,2026-05-17T04:01:49,FTL_FLAIR_vs_T1w_FedProx_mu_0p1,FedProx,FedProx_mu_0p1,0.1,3,0.15195774955765837,0.9322344322344323,0.9323435090965155,0.9590409590409591,0.9095519864750634,0.9791666666666666,0.979193899782135,1.0,0.9615384615384616,0.9653423499577346,0.9652066347764451,0.924908424908425,1.0,1.0,1.0,1.0,1.0,0.8931068931068931,0.8929242108883635,1.0,0.8040293040293041,0.9545454545454546,0.9546395633352156,1.0,0.9166666666666666,0.9526627218934911,0.952379910274647,0.8974358974358975,1.0,1.0,1.0,1.0,1.0,0.978021978021978,0.9779737335834897,0.9523809523809523,1.0,1.0,1.0,1.0,1.0,0.8551448551448552,0.8540096006027333,1.0,0.7344322344322345,0.9090909090909091,0.9090909090909091,1.0,0.8333333333333334,0.9310689310689311,0.9311734099371253,1.0,0.8736263736263736,1.0,1.0,1.0,1.0
20260517_035559,2026-05-17T04:03:30,FTL_FLAIR_vs_T1w_FedProx_mu_0p1,FedProx,FedProx_mu_0p1,0.1,4,0.18765832976500377,0.9276556776556777,0.9268285164024848,0.8426573426573427,0.9995773457311918,0.9166666666666666,0.9154761904761904,0.8181818181818182,1.0,0.8668639053254438,0.8629686842922742,0.7115384615384616,1.0,0.8461538461538461,0.8403846153846154,0.6666666666666666,1.0,0.9995004995004995,0.9995005222436601,1.0,0.9990842490842491,1.0,1.0,1.0,1.0,0.8605240912933221,0.8561075470944111,0.6978021978021978,1.0,0.8461538461538461,0.8403846153846154,0.6666666666666666,1.0,0.8732037193575655,0.869786648976873,0.7252747252747253,1.0,0.8461538461538461,0.8403846153846154,0.6666666666666666,1.0,0.999000999000999,0.9990010894628154,1.0,0.9981684981684982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20260517_035559,2026-05-17T04:05:13,FTL_FLAIR_vs_T1w_FedProx_mu_0p1,FedProx,FedProx_mu_0p1,0.1,5,0.08755676697667665,0.9674908424908425,0.9673800012331399,0.932067932067932,0.9974640743871513,0.9791666666666666,0.9791209594851543,0.9545454545454546,1.0,0.9425190194420964,0.9420667703198441,0.8754578754578755,1.0,0.9615384615384616,0.9613654711105986,0.9166666666666666,1.0,0.997002997002997,0.9970037927819467,1.0,0.9945054945054945,1.0,1.0,1.0,1.0,0.9230769230769231,0.9221445221445222,0.8333333333333334,1.0,0.9230769230769231,0.9221445221445221,0.8333333333333334,1.0,0.9619611158072696,0.9617925429243807,0.9175824175824175,1.0,1.0,1.0,1.0,1.0,0.994005994005994,0.9940090670023841,1.0,0.989010989010989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20260517_035559,2026-05-17T04:06:56,FTL_FLAIR_vs_T1w_FedProx_mu_0p1,FedProx,FedProx_mu_0p1,0.1,6,0.07585830043213554,0.9716117216117216,0.971556732830847,0.9485514485514486,0.9911242603550295,0.9791666666666666,0.9791209594851543,0.9545454545454546,1.0,0.9564666103127641,0.956234965403076,0.9056776556776557,1.0,0.9615384615384616,0.9613654711105986,0.9166666666666666,1.0,0.9895104895104895,0.9895193956621104,1.0,0.9807692307692307,1.0,1.0,1.0,1.0,0.9433643279797126,0.9429281444079283,0.8772893772893773,1.0,0.9230769230769231,0.9221445221445221,0.8333333333333334,1.0,0.9695688926458157,0.9694683179416004,0.9340659340659341,1.0,1.0,1.0,1.0,1.0,0.98001998001998,0.9800484381611007,1.0,0.9633699633699634,1.0,1.0,1.0,1.0,0.999000999000999,0.9990010894628154,1.0,0.9981684981684982,1.0,1.0,1.0,1.0
20260517_035559,2026-05-17T04:08:38,FTL_FLAIR_vs_T1w_FedProx_mu_0p1,FedProx,FedProx_mu_0p1,0.1,7,0.06374547326898404,0.9773351648351648,0.9773040736609772,0.9600399600399601,0.9919695688926459,0.9791666666666666,0.9791209594851543,0.9545454545454546,1.0,0.9661876584953508,0.9660594858261403,0.9267399267399268,1.0,0.9615384615384616,0.9613654711105986,0.9166666666666666,1.0,0.9905094905094906,0.9905168727995172,1.0,0.9826007326007326,1.0,1.0,1.0,1.0,0.9475908706677938,0.9472295886196239,0.8864468864468864,1.0,0.9230769230769231,0.9221445221445221,0.8333333333333334,1.0,0.9847844463229078,0.9847629323821447,0.967032967032967,1.0,1.0,1.0,1.0,1.0,0.983016983016983,0.9830384221533466,1.0,0.9688644688644689,1.0,1.0,1.0,1.0,0.998001998001998,0.9980023557643065,1.0,0.9963369963369964,1.0,1.0,1.0,1.0
20260517_035559,2026-05-17T04:10:20,FTL_FLAIR_vs_T1w_FedProx_mu_0p1,FedProx,FedProx_mu_0p1,0.1,8,0.06793651340909987,0.9771062271062271,0.9770681801561882,0.957042957042957,0.9940828402366864,0.9791666666666666,0.9791209594851543,0.9545454545454546,1.0,0.9636517328825022,0.9635001341040937,0.9212454212454212,1.0,0.9615384615384616,0.9613654711105986,0.9166666666666666,1.0,0.993006993006993,0.9930111257863043,1.0,0.9871794871794872,1.0,1.0,1.0,1.0,0.9433643279797126,0.9429281444079283,0.8772893772893773,1.0,0.9230769230769231,0.9221445221445221,0.8333333333333334,1.0,0.9839391377852916,0.9839149432716919,0.9652014652014652,1.0,1.0,1.0,1.0,1.0,0.986013986013986,0.9860291223927588,1.0,0.9743589743589743,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20260517_035559,2026-05-17T04:12:02,FTL_FLAIR_vs_T1w_FedProx_mu_0p1,FedProx,FedProx_mu_0p1,0.1,9,0.0956522041480187,0.9686355311355311,0.9685536336144177,0.9395604395604396,0.9932375316990701,0.9791666666666666,0.9791209594851543,0.9545454545454546,1.0,0.9488588334742181,0.9485183070428796,0.8891941391941391,1.0,0.9615384615384616,0.9613654711105986,0.9166666666666666,1.0,0.9920079920079921,0.9920133247678288,1.0,0.9853479853479854,1.0,1.0,1.0,1.0,0.9306846999154691,0.9299667271015732,0.8498168498168498,1.0,0.9230769230769231,0.9221445221445221,0.8333333333333334,1.0,0.967032967032967,0.9669120758229669,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,0.984015984015984,0.9840352345992786,1.0,0.9706959706959707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20260517_035559,2026-05-17T04:13:44,FTL_FLAIR_vs_T1w_FedProx_mu_0p1,FedProx,FedProx_mu_0p1,0.1,10,0.07485100747259718,0.975503663003663,0.975464922818476,0.9560439560439561,0.9919695688926459,0.9791666666666666,0.9791209594851543,0.9545454545454546,1.0,0.9628064243448858,0.9626464767610847,0.9194139194139194,1.0,0.9615384615384616,0.9613654711105986,0.9166666666666666,1.0,0.9905094905094906,0.9905168727995172,1.0,0.9826007326007326,1.0,1.0,1.0,1.0,0.9442096365173288,0.9437891514089471,0.8791208791208791,1.0,0.9230769230769231,0.9221445221445221,0.8333333333333334,1.0,0.981403212172443,0.9813698733480665,0.9597069597069597,1.0,1.0,1.0,1.0,1.0,0.981018981018981,0.9810450299667478,1.0,0.9652014652014652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
