experiment_name,strategy,strategy_variant,proximal_mu,server_round,loss,global_accuracy,global_f1_score,global_sensitivity,global_specificity,patient_global_accuracy,patient_global_f1_score,patient_global_sensitivity,patient_global_specificity
FTL_FLAIR_vs_T1w_FedAvg,FedAvg,FedAvg,0.0,10,0.0425724550033494,0.9892399267399268,0.9892304809430666,0.978021978021978,0.9987320371935756,1.0,1.0,1.0,1.0
FTL_FLAIR_vs_T1w_FedProx_mu_0p001,FedProx,FedProx_mu_0p001,0.001,10,0.0303411995696017,0.9892399267399268,0.9892467885747236,0.9975024975024976,0.9822485207100592,1.0,1.0,1.0,1.0
FTL_FLAIR_vs_T1w_FedProx_mu_0p01,FedProx,FedProx_mu_0p01,0.01,10,0.0222798248296495,0.992445054945055,0.9924430997140826,0.9885114885114884,0.9957734573119188,1.0,1.0,1.0,1.0
FTL_FLAIR_vs_T1w_FedProx_mu_0p1,FedProx,FedProx_mu_0p1,0.1,10,0.0748510074725971,0.975503663003663,0.975464922818476,0.956043956043956,0.991969568892646,0.9791666666666666,0.9791209594851544,0.9545454545454546,1.0
